date_recolte,WT,Ligne,Position,code,Geno,poids_moy_1_fruit,poids_recolte,Nb_fruits_recoltes,poids_recoltes_avec_sol,Nb_fruits_recoltes_avec_sol
8/14/2018,WW,3,10,7199,X7199,0.138,9.270,67.271,13.680,99.271
8/14/2018,WD,4,10,7199,X7199,0.144,6.200,43.000,9.084,63.000
8/14/2018,WW,7,58,7199,X7199,0.114,1.820,16.000,2.161,19.000
8/14/2018,WD,8,58,7199,X7199,0.142,4.690,33.000,10.517,74.000
7/26/2018,WW,3,11,7200,X7200,0.135,5.270,39.000,11.486,85.000
7/26/2018,WD,4,11,7200,X7200,0.143,5.560,39.000,9.267,65.000
7/26/2018,WW,7,90,7200,X7200,0.109,2.940,27.000,8.276,76.000
7/26/2018,WD,8,90,7200,X7200,0.219,3.070,14.000,7.894,36.000
9/11/2018,WW,3,12,7203,X7203,0.233,64.920,278.388,77.046,330.388
9/11/2018,WD,4,12,7203,X7203,0.174,39.400,226.437,43.402,249.437
9/6/2018,WW,9,32,7203,X7203,0.181,8.850,49.000,13.185,73.000
9/5/2018,WD,10,32,7203,X7203,NA,,0.000,0.000,0.000
8/30/2018,WW,3,13,7204,X7204,NA,,0.000,0.000,0.000
9/3/2018,WD,4,13,7204,X7204,0.152,12.980,85.620,15.709,103.620
8/28/2018,WW,5,81,7204,X7204,0.105,30.630,291.160,30.946,294.160
8/28/2018,WD,6,81,7204,X7204,0.152,2.880,19.000,3.789,25.000
8/27/2018,WW,3,14,7358,X7358,0.110,41.960,382.847,47.002,428.847
8/27/2018,WD,4,14,7358,X7358,0.090,21.200,236.080,23.445,261.080
8/28/2018,WW,5,91,7358,X7358,0.078,38.850,496.803,40.414,516.803
8/28/2018,WD,6,91,7358,X7358,0.072,31.430,437.744,34.230,476.744
9/11/2018,WW,3,15,7759,X7759,0.050,33.790,681.250,41.230,831.250
9/11/2018,WD,4,15,7759,X7759,0.080,13.140,164.662,29.100,364.662
9/6/2018,WW,9,65,7759,X7759,0.092,3.680,40.000,10.580,115.000
9/6/2018,WD,10,65,7759,X7759,0.152,0.910,6.000,2.578,17.000
9/11/2018,WW,3,16,8199,X8199,0.182,9.650,53.080,13.104,72.080
9/11/2018,WD,4,16,8199,X8199,0.187,5.620,30.000,7.119,38.000
9/6/2018,WW,9,39,8199,X8199,0.223,0.669,3.000,0.700,4.000
9/11/2018,WW,3,17,8200,X8200,0.101,13.160,129.783,15.999,157.783
9/11/2018,WD,4,17,8200,X8200,0.094,7.150,75.902,8.751,92.902
9/5/2018,WW,9,16,8200,X8200,0.095,15.740,166.385,18.483,195.385
9/5/2018,WD,10,16,8200,X8200,0.101,6.110,60.736,7.317,72.736
10/18/2018,WW,3,18,8201,X8201,na,0.000,0.000,0.000,0.000
10/18/2018,WD,4,18,8201,X8201,na,0.000,0.000,0.000,0.000
10/25/2018,WW,9,38,8201,X8201,0.060,3.940,65.449,5.866,97.449
9/24/2018,WD,10,38,8201,X8201,na,0.000,0.000,0.000,0.000
8/14/2018,WW,3,19,8202,X8202,0.133,2.130,16.000,4.393,33.000
8/14/2018,WD,4,19,8202,X8202,0.089,4.700,53.000,7.715,87.000
7/26/2018,WW,7,71,8202,X8202,0.090,9.110,100.998,12.447,137.998
7/26/2018,WD,8,71,8202,X8202,0.086,8.230,95.476,11.075,128.476
9/11/2018,WW,3,20,8203,X8203,0.077,21.340,275.711,25.520,329.711
9/11/2018,WD,4,20,8203,X8203,0.064,28.880,454.088,33.968,534.088
9/19/2018,WW,7,51,8203,X8203,0.081,17.650,217.365,30.642,377.365
9/19/2018,WD,8,51,8203,X8203,0.086,35.800,415.313,40.541,470.313
8/27/2018,WW,3,21,8209,X8209,0.125,34.470,274.880,36.476,290.880
8/27/2018,WD,4,21,8209,X8209,0.136,14.640,107.647,18.720,137.647
9/6/2018,WW,9,70,8209,X8209,0.181,8.520,47.000,9.245,51.000
9/6/2018,WD,10,70,8209,X8209,NA,0.000,0.000,0.000,0.000
8/27/2018,WW,3,22,8211,X8211,0.160,2.080,13.000,3.200,20.000
8/27/2018,WD,4,22,8211,X8211,0.124,11.660,94.032,14.512,117.032
9/5/2018,WW,9,58,8211,X8211,0.147,15.370,104.274,20.676,140.274
9/5/2018,WD,10,58,8211,X8211,0.161,4.180,26.000,5.788,36.000
8/27/2018,WW,3,23,8212,X8212,0.159,22.890,143.781,26.711,167.781
8/27/2018,WD,4,23,8212,X8212,0.144,10.100,70.236,11.538,80.236
9/19/2018,WW,7,75,8212,X8212,0.157,27.270,173.253,31.362,199.253
9/19/2018,WD,8,75,8212,X8212,0.144,4.740,33.000,5.458,38.000
8/27/2018,WW,3,24,8214,X8214,0.135,8.080,59.675,9.163,67.675
8/27/2018,WD,4,24,8214,X8214,0.136,11.330,83.555,12.008,88.555
9/13/2018,WW,7,34,8214,X8214,0.139,5.020,36.000,9.622,69.000
9/13/2018,WD,8,34,8214,X8214,0.157,11.610,73.855,14.440,91.855
8/27/2018,WW,3,25,8215,X8215,0.092,14.750,160.326,22.846,248.326
8/27/2018,WD,4,25,8215,X8215,0.099,13.060,132.454,19.370,196.454
9/5/2018,WW,9,8,8215,X8215,0.100,3.500,35.000,25.500,255.000
9/5/2018,WD,10,8,8215,X8215,0.102,6.850,67.157,11.440,112.157
8/1/2018,WW,3,26,8218,X8218,0.079,3.140,40.000,3.690,47.000
8/1/2018,WD,4,26,8218,X8218,0.099,3.450,35.000,4.830,49.000
8/1/2018,WW,5,80,8218,X8218,0.107,46.030,429.384,54.606,509.384
8/1/2018,WD,6,80,8218,X8218,0.113,15.640,138.163,20.055,177.163
10/1/2018,WW,3,27,8220,X8220,0.166,25.520,153.735,27.014,162.735
10/8/2018,WD,4,27,8220,X8220,0.176,13.100,74.347,14.510,82.347
9/20/2018,WW,9,5,8220,X8220,0.161,25.000,155.473,25.482,158.473
9/20/2018,WD,10,5,8220,X8220,0.131,12.370,94.572,12.370,94.572
8/27/2018,WW,3,28,8222,X8222,0.053,15.540,291.011,17.676,331.011
8/27/2018,WD,4,28,8222,X8222,0.055,15.820,285.560,21.360,385.560
9/5/2018,WW,9,53,8222,X8222,0.059,13.040,221.769,26.564,451.769
9/5/2018,WD,10,53,8222,X8222,0.051,6.420,125.882,10.602,207.882
8/30/2018,WW,3,29,8223,X8223,NA,,0.000,NA,1.000
8/27/2018,WD,4,29,8223,X8223,0.077,13.140,171.540,14.059,183.540
9/13/2018,WW,7,30,8223,X8223,0.095,4.770,50.000,6.773,71.000
9/13/2018,WD,8,30,8223,X8223,0.087,9.130,104.943,10.696,122.943
8/27/2018,WW,3,30,8224,X8224,0.090,8.530,94.778,16.630,184.778
8/27/2018,WD,4,30,8224,X8224,0.124,17.170,138.023,30.854,248.023
8/30/2018,WW,7,36,8224,X8224,0.131,5.110,39.000,19.523,149.000
8/30/2018,WD,8,36,8224,X8224,0.152,5.160,34.000,21.854,144.000
8/27/2018,WW,3,31,8226,X8226,0.131,36.520,278.354,38.882,296.354
8/27/2018,WD,4,31,8226,X8226,0.148,22.580,152.568,23.320,157.568
9/26/2018,WW,7,61,8226,X8226,0.171,30.970,181.323,32.166,188.323
9/19/2018,WD,8,61,8226,X8226,0.132,24.920,188.788,30.860,233.788
9/26/2018,WD,4,32,8227,X8227,0.193,5.030,26.000,14.897,77.000
9/13/2018,WW,7,22,8227,X8227,0.202,16.870,83.515,24.344,120.515
9/13/2018,WD,8,22,8227,X8227,0.138,17.150,123.916,19.226,138.916
8/27/2018,WW,3,33,8228,X8228,0.173,11.930,69.039,15.559,90.039
8/27/2018,WD,4,33,8228,X8228,0.156,10.700,68.737,12.412,79.737
9/20/2018,WW,9,31,8228,X8228,0.174,1.042,6.000,3.646,21.000
9/20/2018,WD,10,31,8228,X8228,0.448,5.820,13.000,13.878,31.000
8/27/2018,WW,3,34,8229,X8229,0.102,7.430,72.559,7.532,73.559
9/20/2018,WW,9,41,8229,X8229,0.116,19.140,165.285,19.951,172.285
9/20/2018,WD,10,41,8229,X8229,0.086,20.520,239.161,21.206,247.161
dd/mm/aaa,WW,3,35,8232,X8232,0.066,7.810,118.333,8.074,122.333
9/11/2018,WD,4,35,8232,X8232,0.051,28.930,562.840,30.369,590.840
dd/mm/aaa,WW,9,51,8232,X8232,0.081,9.490,116.585,9.734,119.585
9/26/2018,WD,10,51,8232,X8232,0.087,1.130,13.000,1.217,14.000
7/26/2018,WW,3,36,8233,X8233,0.107,2.770,26.000,4.262,40.000
7/26/2018,WD,4,36,8233,X8233,0.130,5.590,43.000,6.240,48.000
7/26/2018,WW,9,80,8233,X8233,0.124,5.590,45.000,12.050,97.000
7/26/2018,WD,10,80,8233,X8233,0.101,1.010,10.000,1.111,11.000
9/11/2018,WW,3,37,8236,X8236,0.145,22.230,152.889,27.028,185.889
9/11/2018,WD,4,37,8236,X8236,0.154,10.770,69.844,15.242,98.844
9/6/2018,WW,9,72,8236,X8236,0.133,32.470,243.769,35.134,263.769
9/6/2018,WD,10,72,8236,X8236,0.122,13.920,114.474,14.650,120.474
10/8/2018,WW,3,38,8237,X8237,0.070,9.960,141.477,10.946,155.477
8/28/2018,WD,4,38,8237,X8237,0.121,15.210,126.119,17.622,146.119
10/25/2018,WW,7,60,8237,X8237,0.066,13.530,203.765,17.846,268.765
10/25/2018,WD,8,60,8237,X8237,0.076,6.980,91.361,11.564,151.361
9/11/2018,WW,3,39,8238,X8238,0.134,36.870,275.561,41.954,313.561
9/11/2018,WD,4,39,8238,X8238,0.128,26.380,206.740,31.739,248.740
9/19/2018,WW,7,43,8238,X8238,0.178,24.690,138.708,27.538,154.708
9/19/2018,WD,8,43,8238,X8238,0.141,34.350,244.310,36.881,262.310
9/11/2018,WW,3,40,8239,X8239,0.165,16.100,97.340,19.408,117.340
9/11/2018,WD,4,40,8239,X8239,0.147,14.780,100.544,16.544,112.544
9/19/2018,WW,7,93,8239,X8239,0.178,20.350,114.326,26.224,147.326
9/19/2018,WD,8,93,8239,X8239,0.138,20.020,145.283,21.122,153.283
9/11/2018,WW,3,41,8242,X8242,0.100,9.870,98.503,13.076,130.503
9/11/2018,WD,4,41,8242,X8242,0.085,13.470,158.471,15.765,185.471
9/6/2018,WW,9,86,8242,X8242,0.109,21.110,193.315,24.168,221.315
9/6/2018,WD,10,86,8242,X8242,0.087,12.670,144.966,14.068,160.966
8/27/2018,WW,3,42,8244,X8244,0.126,11.680,92.698,13.696,108.698
8/27/2018,WD,4,42,8244,X8244,0.147,2.200,15.000,2.787,19.000
8/28/2018,WW,5,55,8244,X8244,0.139,5.960,43.000,7.623,55.000
8/28/2018,WD,6,55,8244,X8244,0.114,2.500,22.000,4.886,43.000
8/14/2018,WW,3,43,8245,X8245,0.092,4.510,49.000,21.077,229.000
8/14/2018,WD,4,43,8245,X8245,0.060,5.190,86.500,5.910,98.500
8/30/2018,WW,7,57,8245,X8245,0.100,4.590,46.000,16.564,166.000
8/30/2018,WD,8,57,8245,X8245,0.095,14.190,149.368,29.390,309.368
8/27/2018,WW,3,44,8246,X8246,0.094,25.300,268.008,25.772,273.008
8/27/2018,WD,4,44,8246,X8246,0.119,8.680,72.819,10.110,84.819
8/30/2018,WW,7,94,8246,X8246,0.108,12.690,117.066,13.991,129.066
8/30/2018,WD,8,94,8246,X8246,0.094,7.160,76.170,8.100,86.170
8/27/2018,WW,3,45,8247,X8247,0.290,0.290,1.000,0.870,3.000
8/30/2018,WD,4,45,8247,X8247,NA,,0.000,0.000,0.000
9/20/2018,WW,9,27,8247,X8247,0.115,0.461,4.000,0.691,6.000
9/20/2018,WD,10,27,8247,X8247,NA,,0.000,0.000,0.000
8/27/2018,WW,3,46,8249,X8249,0.157,2.510,16.000,2.510,16.000
8/27/2018,WD,4,46,8249,X8249,0.157,9.570,60.955,10.512,66.955
8/30/2018,WW,7,46,8249,X8249,0.160,0.160,1.000,0.160,1.000
9/3/2018,WD,8,46,8249,X8249,NA,0.000,0.000,0.000,0.000
8/27/2018,WW,3,47,8250,X8250,0.119,0.950,8.000,1.069,9.000
8/27/2018,WD,4,47,8250,X8250,0.110,2.410,22.000,3.286,30.000
9/12/2018,WW,5,56,8250,X8250,0.170,0.510,3.000,3.060,18.000
9/12/2018,WD,6,56,8250,X8250,0.150,1.350,9.000,3.450,23.000
9/11/2018,WW,3,48,8252,X8252,0.157,11.040,70.229,12.612,80.229
9/11/2018,WD,4,48,8252,X8252,0.110,27.650,251.821,29.187,265.821
9/12/2018,WW,5,68,8252,X8252,0.147,20.390,138.519,22.304,151.519
9/12/2018,WD,6,68,8252,X8252,0.156,20.660,132.436,21.908,140.436
9/26/2018,WW,3,49,8256,X8256,0.165,11.340,68.727,14.640,88.727
9/26/2018,WD,4,49,8256,X8256,0.134,17.750,132.859,19.754,147.859
9/19/2018,WW,7,83,8256,X8256,0.126,10.920,86.667,13.440,106.667
9/19/2018,WD,8,83,8256,X8256,0.102,24.200,238.189,26.232,258.189
9/11/2018,WW,3,50,8380,X8380,0.123,3.920,32.000,5.513,45.000
9/11/2018,WD,4,50,8380,X8380,0.115,10.160,88.348,13.725,119.348
9/12/2018,WW,5,67,8380,X8380,0.126,15.390,121.756,20.699,163.756
9/12/2018,WD,6,67,8380,X8380,0.113,5.080,45.000,7.338,65.000
9/11/2018,WW,3,51,8381,X8381,0.128,11.330,88.793,14.392,112.793
9/11/2018,WD,4,51,8381,X8381,0.118,12.370,104.476,14.146,119.476
9/26/2018,WW,9,52,8381,X8381,0.144,10.220,71.170,14.384,100.170
9/5/2018,WD,10,52,8381,X8381,0.140,15.150,107.906,16.975,120.906
8/27/2018,WW,3,52,8383,X8383,0.239,9.090,38.000,9.568,40.000
8/27/2018,WD,4,52,8383,X8383,0.233,18.250,78.393,18.716,80.393
9/6/2018,WW,9,63,8383,X8383,0.176,5.640,32.000,5.993,34.000
9/6/2018,WD,10,63,8383,X8383,na,0.000,0.000,na,2.000
9/11/2018,WW,3,53,8386,X8386,0.108,17.120,158.813,20.354,188.813
9/11/2018,WD,4,53,8386,X8386,0.091,26.170,288.216,28.894,318.216
9/5/2018,WW,9,2,8386,X8386,0.100,,1.000,1.200,12.000
9/5/2018,WD,10,2,8386,X8386,0.137,6.890,50.146,7.852,57.146
9/11/2018,WW,3,54,8388,X8388,0.131,16.860,128.311,24.218,184.311
9/11/2018,WD,4,54,8388,X8388,0.182,22.940,125.906,27.677,151.906
9/19/2018,WW,7,74,8388,X8388,0.123,6.130,49.756,15.124,122.756
9/26/2018,WD,8,74,8388,X8388,0.091,22.160,242.982,23.528,257.982
9/26/2018,WW,3,55,8389,X8389,0.094,29.720,316.170,34.890,371.170
9/26/2018,WD,4,55,8389,X8389,0.089,32.640,365.101,33.713,377.101
9/19/2018,WW,7,96,8389,X8389,0.079,29.360,373.537,35.255,448.537
9/19/2018,WD,8,96,8389,X8389,0.069,31.510,459.329,33.568,489.329
9/26/2018,WW,3,56,8390,X8390,0.142,6.980,49.000,8.120,57.000
9/20/2018,WW,9,42,8390,X8390,0.085,29.730,351.418,32.099,379.418
9/20/2018,WD,10,42,8390,X8390,0.067,11.060,166.066,11.659,175.066
8/14/2018,WW,3,57,8392,X8392,0.353,10.590,30.000,16.591,47.000
8/14/2018,WD,4,57,8392,X8392,0.299,14.660,49.000,17.951,60.000
8/30/2018,WW,7,35,8392,X8392,0.371,12.250,33.000,16.333,44.000
7/26/2018,WD,8,35,8392,X8392,0.299,10.170,34.000,11.067,37.000
9/26/2018,WW,3,58,8396,X8396,0.155,15.910,102.645,21.800,140.645
9/26/2018,WD,4,58,8396,X8396,0.151,12.800,84.656,20.662,136.656
9/20/2018,WW,9,21,8396,X8396,0.154,5.090,33.000,5.707,37.000
9/20/2018,WD,10,21,8396,X8396,0.173,6.750,39.000,9.173,53.000
8/27/2018,WW,3,59,8398,X8398,0.121,18.510,152.723,22.752,187.723
8/27/2018,WD,4,59,8398,X8398,0.086,15.500,181.075,20.636,241.075
9/12/2018,WW,7,2,8398,X8398,0.112,9.980,89.427,15.337,137.427
10/25/2018,WD,4,60,8404,X8404,0.101,1.420,14.000,NA,16.000
10/18/2018,WW,7,9,8404,X8404,NA,0.000,0.000,0.000,0.000
9/13/2018,WD,8,9,8404,X8404,0.071,12.630,177.388,16.404,230.388
8/27/2018,WW,3,61,8405,X8405,0.111,21.500,194.394,27.694,250.394
8/27/2018,WD,4,61,8405,X8405,0.066,26.410,398.943,30.117,454.943
9/5/2018,WW,9,30,8405,X8405,0.084,12.440,147.393,29.320,347.393
9/5/2018,WD,10,30,8405,X8405,0.105,18.020,170.968,23.079,218.968
8/28/2018,WW,3,62,8407,X8407,0.140,10.270,73.252,19.383,138.252
8/27/2018,WD,4,62,8407,X8407,0.140,14.590,104.214,20.190,144.214
9/5/2018,WW,9,36,8407,X8407,0.126,6.050,48.000,27.477,218.000
9/5/2018,WD,10,36,8407,X8407,0.127,6.210,49.000,18.250,144.000
9/26/2018,WW,3,63,8409,X8409,0.181,10.950,60.364,16.573,91.364
9/26/2018,WD,4,63,8409,X8409,0.167,11.840,71.068,13.339,80.068
9/19/2018,WW,7,92,8409,X8409,0.165,3.960,24.000,3.960,24.000
9/19/2018,WD,8,92,8409,X8409,0.120,20.260,168.272,21.584,179.272
9/11/2018,WW,3,64,8411,X8411,0.177,40.120,227.180,46.654,264.180
9/11/2018,WD,4,64,8411,X8411,0.170,10.340,60.967,11.188,65.967
9/20/2018,WW,9,10,8411,X8411,0.180,42.040,233.556,51.040,283.556
9/20/2018,WD,10,10,8411,X8411,0.168,30.960,183.848,34.665,205.848
9/11/2018,WW,3,65,8412,X8412,0.118,22.270,189.371,28.620,243.371
9/11/2018,WD,4,65,8412,X8412,0.105,20.970,200.478,25.468,243.478
9/19/2018,WW,7,72,8412,X8412,0.171,9.420,55.152,13.861,81.152
9/19/2018,WD,8,72,8412,X8412,0.116,8.280,71.256,11.185,96.256
8/28/2018,WW,3,66,8414,X8414,0.127,18.500,145.899,26.108,205.899
8/27/2018,WD,4,66,8414,X8414,0.112,10.230,91.339,19.190,171.339
9/6/2018,WW,9,95,8414,X8414,0.115,19.560,170.681,23.571,205.681
7/26/2018,WD,10,95,8414,X8414,0.095,10.760,113.742,11.233,118.742
8/28/2018,WW,3,67,8415,X8415,0.215,12.250,56.924,15.263,70.924
8/27/2018,WD,4,67,8415,X8415,0.134,17.130,127.455,18.743,139.455
9/12/2018,WW,7,4,8415,X8415,0.157,41.630,265.159,51.050,325.159
9/12/2018,WD,8,4,8415,X8415,0.141,34.470,244.815,40.102,284.815
7/26/2018,WW,3,68,8416,X8416,0.190,22.360,117.932,26.152,137.932
7/26/2018,WD,4,68,8416,X8416,0.112,22.570,201.518,29.066,259.518
7/26/2018,WW,9,97,8416,X8416,0.201,7.450,37.000,11.477,57.000
7/26/2018,WD,10,97,8416,X8416,0.195,12.550,64.425,17.420,89.425
10/8/2018,WW,3,69,8607,X8607,0.143,51.660,360.754,54.238,378.754
10/8/2018,WD,4,69,8607,X8607,0.133,30.820,231.034,32.954,247.034
9/26/2018,WW,9,73,8607,X8607,0.126,35.600,283.439,40.624,323.439
9/26/2018,WD,10,73,8607,X8607,0.124,22.690,183.279,25.042,202.279
8/27/2018,WD,4,70,8690,X8690,0.044,5.270,119.231,5.314,120.231
10/8/2018,WW,7,78,8690,X8690,0.125,7.860,63.082,9.355,75.082
9/19/2018,WD,8,78,8690,X8690,0.051,19.980,388.716,21.265,413.716
8/27/2018,WD,4,71,8691,X8691,0.045,9.310,208.744,9.310,208.744
9/12/2018,WW,5,66,8691,X8691,0.053,19.760,375.665,20.391,387.665
9/12/2018,WD,6,66,8691,X8691,0.053,11.370,212.921,11.637,217.921
9/11/2018,WW,3,72,8692,X8692,0.086,17.890,207.541,19.355,224.541
9/11/2018,WD,4,72,8692,X8692,0.070,16.930,242.550,18.466,264.550
9/20/2018,WW,9,23,8692,X8692,0.111,6.500,58.770,7.385,66.770
9/20/2018,WD,10,23,8692,X8692,0.081,5.180,64.327,5.502,68.327
10/1/2018,WW,3,73,8693,X8693,0.112,7.370,65.804,8.602,76.804
8/28/2018,WW,5,70,8693,X8693,0.100,0.300,3.000,0.300,3.000
8/28/2018,WD,6,70,8693,X8693,0.106,3.500,33.000,3.500,33.000
9/11/2018,WW,3,74,8694,X8694,0.091,4.440,49.000,7.430,82.000
9/5/2018,WW,9,40,8694,X8694,0.087,15.740,180.920,21.830,250.920
9/5/2018,WD,10,40,8694,X8694,0.113,6.490,57.535,9.423,83.535
7/26/2018,WW,3,75,8697,X8697,0.115,19.040,164.991,33.350,288.991
7/26/2018,WD,4,75,8697,X8697,0.089,5.710,64.447,12.798,144.447
8/1/2018,WW,7,40,8697,X8697,0.103,0.620,6.000,0.827,8.000
7/26/2018,WD,8,40,8697,X8697,0.104,3.850,37.000,11.030,106.000
8/30/2018,WW,3,76,8698,X8698,NA,,0.000,0.000,0.000
8/30/2018,WD,4,76,8698,X8698,NA,,0.000,0.000,0.000
8/28/2018,WW,5,76,8698,X8698,0.233,10.720,46.000,13.750,59.000
8/28/2018,WD,6,76,8698,X8698,0.206,20.290,98.400,24.208,117.400
9/11/2018,WW,3,77,8699,X8699,0.158,25.630,162.215,28.948,183.215
9/11/2018,WD,4,77,8699,X8699,0.129,24.890,192.946,27.857,215.946
8/30/2018,WW,7,63,8699,X8699,0.133,25.000,188.537,26.724,201.537
8/30/2018,WD,8,63,8699,X8699,0.124,22.830,184.410,23.944,193.410
10/8/2018,WW,3,78,8702,X8702,0.082,22.030,268.005,23.099,281.005
10/8/2018,WD,4,78,8702,X8702,0.082,19.380,237.500,21.746,266.500
10/8/2018,WW,7,68,8702,X8702,0.093,19.620,211.879,21.750,234.879
10/8/2018,WD,8,68,8702,X8702,0.044,7.390,168.721,8.573,195.721
9/11/2018,WW,3,79,8703,X8703,0.148,12.680,85.792,24.947,168.792
9/11/2018,WD,4,79,8703,X8703,0.120,5.780,48.000,16.136,134.000
9/12/2018,WW,5,60,8703,X8703,0.152,7.620,50.000,16.764,110.000
9/12/2018,WD,6,60,8703,X8703,0.117,3.270,28.000,10.861,93.000
8/28/2018,WW,3,80,8705,X8705,0.112,8.040,71.786,20.360,181.786
8/28/2018,WD,4,80,8705,X8705,0.088,3.850,44.000,10.500,120.000
9/6/2018,WW,9,62,8705,X8705,0.129,1.160,9.000,3.093,24.000
9/6/2018,WD,10,62,8705,X8705,0.116,2.200,19.000,6.253,54.000
9/11/2018,WW,3,81,8706,X8706,0.097,0.194,2.000,0.097,30.000
9/11/2018,WD,4,81,8706,X8706,0.173,33.560,193.541,36.508,210.541
9/20/2018,WW,9,25,8706,X8706,0.245,4.170,17.000,6.378,26.000
9/20/2018,WD,10,25,8706,X8706,0.098,0.392,4.000,3.039,31.000
8/14/2018,WW,3,82,8710,X8710,0.128,24.560,192.175,32.228,252.175
8/14/2018,WD,4,82,8710,X8710,0.190,12.390,65.142,15.814,83.142
7/26/2018,WW,7,80,8710,X8710,0.130,28.560,219.692,31.160,239.692
7/26/2018,WD,8,80,8710,X8710,0.085,22.760,266.511,23.614,276.511
10/1/2018,WD,4,83,8713,X8713,0.132,30.300,229.894,30.695,232.894
9/13/2018,WW,7,24,8713,X8713,0.217,14.380,66.390,15.463,71.390
9/13/2018,WD,8,24,8713,X8713,0.141,5.350,38.000,5.491,39.000
dd/mm/aaa,WW,3,84,8717,X8717,0.157,8.520,54.337,9.147,58.337
10/1/2018,WD,4,84,8717,X8717,0.090,8.910,98.562,12.526,138.562
dd/mm/aaa,WW,7,52,8717,X8717,0.097,1.650,17.000,1.650,17.000
9/26/2018,WD,8,52,8717,X8717,0.079,3.080,39.000,3.238,41.000
9/11/2018,WD,4,85,8718,X8718,0.179,23.660,132.327,24.733,138.327
8/30/2018,WW,7,77,8718,X8718,NA,,0.000,0.000,0.000
8/30/2018,WD,8,77,8718,X8718,0.158,0.790,5.000,0.790,5.000
8/28/2018,WW,3,86,8719,X8719,0.232,19.570,84.208,27.704,119.208
8/28/2018,WD,4,86,8719,X8719,0.201,20.790,103.330,21.796,108.330
8/14/2018,WW,7,44,8719,X8719,0.265,11.910,45.000,14.027,53.000
8/14/2018,WD,8,44,8719,X8719,0.188,10.170,54.000,11.677,62.000
9/11/2018,WW,3,87,8723,X8723,0.145,24.400,168.044,36.742,253.044
9/11/2018,WD,4,87,8723,X8723,0.085,37.760,443.192,45.428,533.192
9/6/2018,WW,9,67,8723,X8723,0.144,37.720,261.581,51.563,357.581
9/11/2018,WW,3,88,8724,X8724,0.172,32.000,185.615,32.517,188.615
9/11/2018,WD,4,88,8724,X8724,0.165,18.220,110.424,19.870,120.424
9/12/2018,WW,5,82,8724,X8724,0.159,17.760,111.698,18.078,113.698
9/12/2018,WD,6,82,8724,X8724,0.159,21.500,135.390,22.294,140.390
8/14/2018,WW,3,89,8726,X8726,0.205,17.120,83.431,42.770,208.431
8/14/2018,WD,4,89,8726,X8726,0.171,26.050,152.518,30.149,176.518
8/14/2018,WW,5,87,8726,X8726,0.195,10.330,53.000,24.948,128.000
8/14/2018,WD,6,87,8726,X8726,0.133,13.650,102.324,20.854,156.324
9/11/2018,WW,3,90,8732,X8732,0.118,11.840,100.509,12.547,106.509
9/11/2018,WD,4,90,8732,X8732,0.096,13.760,142.739,13.856,143.739
9/20/2018,WW,9,28,8732,X8732,0.143,20.590,143.986,22.306,155.986
9/20/2018,WD,10,28,8732,X8732,0.151,11.860,78.336,11.860,78.336
8/28/2018,WW,3,91,8734,X8734,0.147,25.630,174.829,41.756,284.829
8/28/2018,WD,4,91,8734,X8734,0.146,21.210,144.877,26.041,177.877
8/28/2018,WW,5,85,8734,X8734,0.130,30.440,234.515,42.771,329.515
8/28/2018,WD,6,85,8734,X8734,0.131,15.790,120.719,25.992,198.719
9/11/2018,WW,3,92,8735,X8735,0.077,21.970,285.325,29.208,379.325
9/11/2018,WD,4,92,8735,X8735,0.115,23.170,200.780,27.671,239.780
8/28/2018,WW,5,84,8735,X8735,0.084,26.340,313.571,30.876,367.571
8/28/2018,WD,6,84,8735,X8735,0.081,21.130,260.222,23.404,288.222
8/28/2018,WW,3,93,8737,X8737,0.126,1.010,8.000,1.136,9.000
8/30/2018,WD,4,93,8737,X8737,NA,,0.000,0.000,0.000
8/28/2018,WW,5,64,8737,X8737,0.122,2.320,19.000,2.564,21.000
8/28/2018,WD,6,64,8737,X8737,NA,0.000,0.000,0.000,0.000
9/11/2018,WW,3,94,8738,X8738,0.164,37.780,230.085,44.348,270.085
9/11/2018,WD,4,94,8738,X8738,0.158,29.730,188.642,34.300,217.642
8/28/2018,WW,5,57,8738,X8738,0.130,34.790,266.794,38.180,292.794
8/28/2018,WD,6,57,8738,X8738,0.112,23.340,208.393,24.796,221.393
9/11/2018,WW,3,95,8739,X8739,0.105,46.370,442.462,48.047,458.462
9/11/2018,WD,4,95,8739,X8739,0.102,23.950,234.344,24.768,242.344
9/26/2018,WW,7,66,8739,X8739,0.134,14.280,106.567,16.290,121.567
9/19/2018,WD,8,66,8739,X8739,0.091,32.380,354.267,34.482,377.267
9/11/2018,WW,3,96,8740,X8740,0.108,19.120,176.384,25.624,236.384
9/11/2018,WD,4,96,8740,X8740,0.104,16.530,158.637,19.969,191.637
9/5/2018,WW,9,9,8740,X8740,0.143,15.440,107.671,22.897,159.671
9/5/2018,WD,10,9,8740,X8740,0.144,9.900,68.942,10.762,74.942
8/28/2018,WW,3,97,8742,X8742,0.114,48.050,420.017,53.541,468.017
8/28/2018,WD,4,97,8742,X8742,0.101,35.550,352.679,38.574,382.679
9/6/2018,WW,9,96,8742,X8742,NA,0.000,0.000,0.000,0.000
9/6/2018,WD,10,96,8742,X8742,0.149,6.250,42.000,6.399,43.000
8/30/2018,WW,5,1,8743,X8743,0.136,40.220,296.608,44.424,327.608
