date_recolte,WT,Ligne,Position,code,Geno,poids_moy_1_fruit,poids_recolte,Nb_fruits_recoltes,poids_recoltes_avec_sol,Nb_fruits_recoltes_avec_sol
8/30/2018,WD,6,1,8743,X8743,0.125,38.310,306.971,43.676,349.971
9/5/2018,WW,9,18,8743,X8743,0.118,11.810,99.915,12.283,103.915
9/5/2018,WD,10,18,8743,X8743,0.135,31.230,232.021,37.152,276.021
9/12/2018,WW,5,2,8746,X8746,0.140,7.420,52.924,8.822,62.924
9/19/2018,WW,5,94,8746,X8746,0.111,16.400,148.014,19.724,178.014
9/12/2018,WD,6,2,8746,X8746,0.128,6.900,53.822,7.926,61.822
9/19/2018,WD,6,94,8746,X8746,0.111,10.720,96.751,12.825,115.751
9/12/2018,WW,5,3,8749,X8749,0.180,10.010,55.611,16.130,89.611
8/28/2018,WW,5,54,8749,X8749,0.134,3.760,28.000,5.909,44.000
9/12/2018,WD,6,3,8749,X8749,0.171,8.630,50.586,9.142,53.586
8/28/2018,WD,6,54,8749,X8749,0.128,8.110,63.459,9.132,71.459
9/12/2018,WW,5,4,8750,X8750,0.105,16.580,157.605,29.204,277.605
9/12/2018,WD,6,4,8750,X8750,0.112,26.980,240.893,35.940,320.893
8/30/2018,WW,7,49,8750,X8750,0.095,21.230,222.537,26.954,282.537
8/30/2018,WD,8,49,8750,X8750,0.206,9.080,44.000,20.017,97.000
9/12/2018,WW,5,5,8751,X8751,0.114,2.740,24.000,3.768,33.000
9/12/2018,WD,6,5,8751,X8751,0.130,0.520,4.000,0.780,6.000
9/5/2018,WW,9,6,8751,X8751,0.115,4.500,39.000,5.423,47.000
9/5/2018,WD,10,6,8751,X8751,0.116,15.260,131.779,16.186,139.779
8/30/2018,WW,5,6,8933,X8933,0.213,28.350,133.099,34.740,163.099
8/30/2018,WD,6,6,8933,X8933,0.152,20.590,135.461,22.870,150.461
8/30/2018,WW,7,15,8933,X8933,0.205,27.200,132.425,30.486,148.425
8/30/2018,WD,8,15,8933,X8933,0.184,16.590,89.967,18.803,101.967
8/30/2018,WW,5,7,8934,X8934,0.063,0.820,13.000,1.072,17.000
8/28/2018,WW,5,49,8934,X8934,0.079,9.810,124.492,13.671,173.492
8/30/2018,WD,6,7,8934,X8934,0.071,6.610,92.577,11.822,165.577
8/28/2018,WD,6,49,8934,X8934,0.112,4.350,39.000,8.700,78.000
8/14/2018,WW,5,8,8937,X8937,0.133,15.360,115.489,26.133,196.489
8/14/2018,WD,6,8,8937,X8937,0.115,11.980,103.993,18.892,163.993
8/14/2018,WW,9,19,8937,X8937,0.134,11.050,82.217,19.920,148.217
8/14/2018,WD,10,19,8937,X8937,0.131,9.700,74.273,16.622,127.273
8/30/2018,WW,5,9,8939,X8939,0.179,8.750,49.000,13.750,77.000
8/30/2018,WD,6,9,8939,X8939,0.156,13.580,87.051,16.232,104.051
9/5/2018,WW,9,1,8939,X8939,0.178,13.730,77.000,19.436,109.000
9/5/2018,WD,10,1,8939,X8939,0.187,17.750,94.920,21.303,113.920
8/14/2018,WW,5,10,8972,X8972,0.128,24.410,191.002,30.928,242.002
8/14/2018,WD,6,10,8972,X8972,0.151,20.800,137.748,26.840,177.748
8/30/2018,WW,7,18,8972,X8972,0.153,31.530,205.541,37.206,242.541
8/30/2018,WD,8,18,8972,X8972,0.153,19.750,129.254,26.168,171.254
8/30/2018,WW,5,11,9080,X9080,0.140,0.840,6.000,1.400,10.000
8/30/2018,WD,6,11,9080,X9080,0.125,3.500,28.000,8.000,64.000
8/30/2018,WW,7,39,9080,X9080,0.087,0.610,7.000,1.569,18.000
8/30/2018,WD,8,39,9080,X9080,0.136,25.340,186.324,26.972,198.324
9/12/2018,WW,5,12,9090,X9090,0.074,9.670,130.676,11.372,153.676
9/12/2018,WD,6,12,9090,X9090,0.061,23.270,381.475,25.100,411.475
10/8/2018,WW,7,38,9090,X9090,0.081,3.250,40.000,4.144,51.000
10/8/2018,WD,8,38,9090,X9090,0.067,17.980,267.560,18.652,277.560
8/14/2018,WW,5,13,9115,X9115,0.103,1.650,16.000,7.013,68.000
8/14/2018,WD,6,13,9115,X9115,0.089,3.400,38.000,5.368,60.000
8/30/2018,WW,7,42,9115,X9115,0.110,0.220,2.000,1.870,17.000
8/14/2018,WD,8,42,9115,X9115,0.084,2.450,29.000,4.224,50.000
9/12/2018,WW,5,14,9118,X9118,0.105,18.530,177.151,21.459,205.151
9/12/2018,WW,5,61,9118,X9118,0.121,8.600,70.957,10.297,84.957
9/12/2018,WD,6,14,9118,X9118,0.099,17.640,178.543,21.098,213.543
9/12/2018,WD,6,61,9118,X9118,0.105,25.640,244.190,27.740,264.190
8/30/2018,WW,5,15,9122,X9122,0.067,1.270,19.000,2.741,41.000
8/30/2018,WD,6,15,9122,X9122,0.065,0.720,11.000,3.993,61.000
9/5/2018,WW,9,49,9122,X9122,0.061,0.730,12.000,2.677,44.000
9/5/2018,WD,10,49,9122,X9122,0.087,,6.000,3.120,36.000
8/14/2018,WW,5,16,9124,X9124,0.144,39.370,274.164,44.109,307.164
8/14/2018,WD,6,16,9124,X9124,0.120,10.430,86.917,24.830,206.917
8/14/2018,WW,7,62,9124,X9124,0.148,15.230,103.045,22.620,153.045
8/14/2018,WD,8,62,9124,X9124,0.131,11.580,88.532,19.559,149.532
8/30/2018,WW,5,17,9128,X9128,0.100,0.200,2.000,0.200,2.000
9/12/2018,WW,5,69,9128,X9128,0.083,36.800,443.373,39.954,481.373
8/30/2018,WD,6,17,9128,X9128,0.101,18.000,178.218,18.101,179.218
9/12/2018,WD,6,69,9128,X9128,0.109,7.870,72.335,8.958,82.335
9/12/2018,WW,5,18,9130,X9130,0.096,10.130,105.962,11.468,119.962
9/12/2018,WD,6,18,9130,X9130,0.093,16.090,173.758,17.479,188.758
9/26/2018,WW,9,61,9130,X9130,0.075,17.210,230.080,19.304,258.080
9/5/2018,WD,10,61,9130,X9130,0.064,7.990,125.629,8.181,128.629
8/30/2018,WW,5,19,9148,X9148,0.169,32.040,189.586,37.110,219.586
9/12/2018,WW,5,63,9148,X9148,0.205,35.920,175.391,37.354,182.391
8/30/2018,WD,6,19,9148,X9148,0.121,21.860,180.661,23.070,190.661
9/12/2018,WD,6,63,9148,X9148,0.181,31.180,172.265,33.895,187.265
8/28/2018,WW,5,20,9151,X9151,0.124,66.240,535.922,74.768,604.922
8/28/2018,WD,6,20,9151,X9151,0.141,36.190,257.031,39.428,280.031
9/6/2018,WW,9,82,9151,X9151,0.130,38.560,297.072,43.103,332.072
9/6/2018,WD,10,82,9151,X9151,0.165,13.880,84.223,13.880,84.223
8/28/2018,WW,5,21,9152,X9152,0.118,29.700,250.845,33.607,283.845
8/28/2018,WW,5,65,9152,X9152,0.120,34.500,287.022,36.423,303.022
8/28/2018,WD,6,21,9152,X9152,NA,NA,0.000,0.000,0.000
8/28/2018,WD,6,65,9152,X9152,0.126,1.010,8.000,1.010,8.000
9/12/2018,WW,5,22,9153,X9153,0.133,2.790,21.000,2.790,21.000
9/12/2018,WD,6,22,9153,X9153,0.086,0.600,7.000,0.600,7.000
9/13/2018,WW,7,13,9153,X9153,0.173,1.900,11.000,4.664,27.000
9/13/2018,WD,8,13,9153,X9153,0.058,9.000,154.110,11.862,203.110
8/30/2018,WW,5,23,9166,X9166,NA,,0.000,0.000,0.000
8/28/2018,WD,6,23,9166,X9166,0.065,7.620,116.514,8.078,123.514
9/6/2018,WW,9,50,9166,X9166,0.069,0.690,10.000,0.897,13.000
9/5/2018,WD,10,50,9166,X9166,NA,0.000,0.000,0.000,0.000
9/12/2018,WW,5,24,9171,X9171,0.136,37.760,278.056,38.439,283.056
9/12/2018,WW,5,89,9171,X9171,0.157,23.110,147.197,27.035,172.197
9/12/2018,WD,6,24,9171,X9171,0.127,9.720,76.535,9.974,78.535
9/12/2018,WD,6,89,9171,X9171,0.137,28.050,204.745,29.694,216.745
8/28/2018,WW,5,25,9176,X9176,0.225,23.210,103.339,27.927,124.339
8/28/2018,WD,6,25,9176,X9176,0.212,21.810,103.072,23.080,109.072
8/30/2018,WW,7,45,9176,X9176,0.227,20.700,91.189,28.872,127.189
8/30/2018,WD,8,45,9176,X9176,0.120,0.240,2.000,0.240,2.000
7/26/2018,WW,5,26,9177,X9177,0.196,23.640,120.735,28.339,144.735
7/26/2018,WD,6,26,9177,X9177,0.173,19.860,114.931,23.316,134.931
7/26/2018,WW,9,81,9177,X9177,0.195,21.020,108.016,27.053,139.016
7/26/2018,WD,10,81,9177,X9177,0.172,11.650,67.654,16.472,95.654
8/30/2018,WW,5,27,9179,X9179,NA,,0.000,NA,5.000
8/30/2018,WD,6,27,9179,X9179,NA,,0.000,NA,1.000
9/6/2018,WW,9,89,9179,X9179,0.105,6.450,61.195,33.854,321.195
9/6/2018,WD,10,89,9179,X9179,0.080,0.080,1.000,0.080,1.000
9/12/2018,WW,5,28,9185,X9185,0.177,23.270,131.618,24.861,140.618
9/12/2018,WD,6,28,9185,X9185,0.155,15.370,99.161,17.695,114.161
9/26/2018,WW,9,48,9185,X9185,0.157,11.400,72.611,13.441,85.611
9/20/2018,WD,10,48,9185,X9185,0.159,21.050,132.058,23.122,145.058
9/12/2018,WW,5,29,9186,X9186,0.141,5.350,38.000,7.039,50.000
9/12/2018,WD,6,29,9186,X9186,NA,0.000,0.000,0.000,0.000
8/30/2018,WW,7,87,9186,X9186,0.124,12.630,101.855,13.498,108.855
8/30/2018,WD,8,87,9186,X9186,0.132,1.320,10.000,1.584,12.000
8/28/2018,WW,5,30,9190,X9190,0.110,17.760,161.749,20.944,190.749
8/28/2018,WD,6,30,9190,X9190,0.111,14.380,130.018,16.924,153.018
8/30/2018,WW,7,70,9190,X9190,0.131,18.600,142.202,22.132,169.202
8/30/2018,WD,8,70,9190,X9190,0.097,31.130,320.267,39.878,410.267
8/28/2018,WW,5,31,9191,X9191,0.102,1.940,19.000,3.063,30.000
8/30/2018,WW,5,53,9191,X9191,0.128,22.300,174.491,47.860,374.491
8/28/2018,WD,6,31,9191,X9191,0.139,27.050,194.046,35.972,258.046
8/28/2018,WD,6,53,9191,X9191,0.106,2.220,21.000,3.277,31.000
8/28/2018,WD,6,32,9202,X9202,0.141,11.640,82.320,12.771,90.320
8/30/2018,WW,7,91,9202,X9202,0.095,21.680,229.175,24.896,263.175
8/30/2018,WD,8,91,9202,X9202,0.093,20.800,223.176,21.452,230.176
8/28/2018,WW,5,33,9234,X9234,0.176,26.350,150.057,37.237,212.057
8/28/2018,WD,6,33,9234,X9234,NA,,0.000,NA,2.000
9/6/2018,WW,9,34,9234,X9234,0.180,0.360,2.000,2.880,16.000
8/28/2018,WW,5,34,9246,X9246,0.173,27.190,157.168,27.882,161.168
8/28/2018,WD,6,34,9246,X9246,0.144,28.260,196.797,28.834,200.797
9/5/2018,WW,9,60,9246,X9246,0.133,33.850,253.748,34.917,261.748
9/5/2018,WD,10,60,9246,X9246,0.152,24.620,162.401,25.984,171.401
8/30/2018,WW,5,35,9250,X9250,0.100,0.200,2.000,0.500,5.000
8/28/2018,WW,5,86,9250,X9250,0.178,14.670,82.508,19.115,107.508
8/30/2018,WD,6,35,9250,X9250,0.109,1.520,14.000,1.846,17.000
8/28/2018,WD,6,86,9250,X9250,0.133,9.110,68.703,9.906,74.703
8/28/2018,WW,5,36,9251,X9251,0.114,18.570,163.181,21.187,186.181
8/30/2018,WD,6,36,9251,X9251,NA,,0.000,NA,9.000
9/6/2018,WW,9,93,9251,X9251,0.132,8.570,65.023,10.811,82.023
9/6/2018,WD,10,93,9251,X9251,0.140,11.880,84.736,14.544,103.736
8/28/2018,WW,5,37,9252,X9252,0.138,23.550,170.405,24.379,176.405
8/28/2018,WD,6,37,9252,X9252,0.172,16.970,98.434,18.522,107.434
8/30/2018,WW,7,28,9252,X9252,0.145,17.640,121.823,19.667,135.823
8/30/2018,WD,8,28,9252,X9252,0.170,20.550,120.882,25.820,151.882
8/28/2018,WW,5,38,9256,X9256,0.210,8.620,41.000,14.297,68.000
8/28/2018,WD,6,38,9256,X9256,0.174,12.400,71.264,15.358,88.264
8/30/2018,WW,7,11,9256,X9256,0.215,12.900,59.889,23.670,109.889
8/30/2018,WD,8,11,9256,X9256,0.222,18.730,84.445,20.283,91.445
8/28/2018,WW,5,39,9259,X9259,0.226,17.500,77.297,18.632,82.297
8/28/2018,WD,6,39,9259,X9259,0.212,12.580,59.396,12.580,59.396
9/6/2018,WW,9,83,9259,X9259,0.227,11.580,51.058,12.941,57.058
9/6/2018,WD,10,83,9259,X9259,0.214,14.320,66.978,14.748,68.978
9/12/2018,WW,5,40,9267,X9267,0.034,10.800,317.647,12.466,366.647
9/12/2018,WD,6,40,9267,X9267,0.029,12.500,431.034,13.950,481.034
9/26/2018,WW,9,71,9267,X9267,0.025,16.590,658.333,18.354,728.333
9/26/2018,WD,10,71,9267,X9267,0.029,15.240,532.867,16.670,582.867
8/28/2018,WW,5,41,9389,X9389,0.099,16.050,162.121,16.644,168.121
8/28/2018,WW,5,62,9389,X9389,0.113,18.700,165.780,20.279,179.780
8/28/2018,WD,6,41,9389,X9389,0.099,13.160,133.198,13.753,139.198
8/28/2018,WD,6,62,9389,X9389,0.105,14.030,133.619,14.555,138.619
8/30/2018,WW,5,42,9391,X9391,0.262,12.310,47.000,13.358,51.000
8/30/2018,WD,6,42,9391,X9391,0.278,12.780,46.000,13.613,49.000
9/5/2018,WW,9,3,9391,X9391,0.310,16.590,53.447,19.384,62.447
9/5/2018,WD,10,3,9391,X9391,0.254,18.990,74.764,22.292,87.764
9/12/2018,WW,5,43,9421,X9421,0.175,13.720,78.400,16.170,92.400
9/19/2018,WW,5,95,9421,X9421,0.129,33.520,259.845,37.132,287.845
9/12/2018,WD,6,43,9421,X9421,0.110,22.590,204.991,24.243,219.991
9/19/2018,WD,6,95,9421,X9421,0.148,21.350,144.062,23.128,156.062
8/28/2018,WD,6,44,9429,X9429,0.108,1.400,13.000,1.831,17.000
9/5/2018,WW,9,44,9429,X9429,0.125,30.970,248.555,33.213,266.555
9/5/2018,WD,10,44,9429,X9429,0.107,12.040,112.734,14.176,132.734
9/12/2018,WW,5,45,9433,X9433,0.065,2.290,35.000,4.057,62.000
9/19/2018,WD,8,97,9433,X9433,0.116,2.430,21.000,2.777,24.000
9/12/2018,WW,5,46,9436,X9436,0.070,6.880,98.567,9.672,138.567
9/12/2018,WD,6,46,9436,X9436,0.083,5.570,67.108,6.815,82.108
9/20/2018,WD,10,43,9436,X9436,0.087,20.250,232.225,25.656,294.225
8/28/2018,WW,5,47,9437,X9437,NA,0.000,0.000,NA,2.000
8/28/2018,WD,6,47,9437,X9437,NA,0.000,0.000,NA,8.000
8/30/2018,WW,7,73,9437,X9437,0.103,0.310,3.000,0.723,7.000
8/30/2018,WD,8,73,9437,X9437,0.169,1.690,10.000,2.535,15.000
